id,url,name,evolutions,altura,peso,types,types_defenses
800,'/pokedex/necrozma','Necrozma',,750.0 cm,230.0 kg,"Psychic, Dragon","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '1½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '1½'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '1½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '1½'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '1½'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '¼'}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': '1½'}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': '1½'}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': '0'}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '0'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '3'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '3'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
799,'/pokedex/guzzlord','Guzzlord',,550.0 cm,888.0 kg,"Dark, Dragon","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '0'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '½'}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '4'}]"
798,'/pokedex/kartana','Kartana',,30.0 cm,0.1 kg,"Grass, Steel","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '4'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '¼'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
797,'/pokedex/celesteela','Celesteela',,920.0 cm,999.9 kg,"Steel, Flying","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '¼'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
796,'/pokedex/xurkitree','Xurkitree',,380.0 cm,100.0 kg,Electric,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
795,'/pokedex/pheromosa','Pheromosa',,180.0 cm,25.0 kg,"Bug, Fighting","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '4'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
794,'/pokedex/buzzwole','Buzzwole',,240.0 cm,333.6 kg,"Bug, Fighting","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '4'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
793,'/pokedex/nihilego','Nihilego',,120.0 cm,55.5 kg,"Rock, Poison","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '¼'}, {'type_against': 'Ground', 'defense': '4'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': '½'}]"
792,'/pokedex/lunala','Lunala',"[{'id': '0789', 'name': 'Cosmog', 'url': '/pokedex/cosmog'}, {'id': '0790', 'name': 'Cosmoem', 'url': '/pokedex/cosmoem', 'level': '43'}, {'id': '0791', 'name': 'Solgaleo', 'url': '/pokedex/solgaleo', 'level': '53'}, {'id': '0792', 'name': 'Lunala', 'url': '/pokedex/lunala', 'level': '53'}]",400.0 cm,120.0 kg,"Psychic, Ghost","[{'type_against': 'Normal', 'defense': '0'}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '0'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '4'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '4'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
791,'/pokedex/solgaleo','Solgaleo',"[{'id': '0789', 'name': 'Cosmog', 'url': '/pokedex/cosmog'}, {'id': '0790', 'name': 'Cosmoem', 'url': '/pokedex/cosmoem', 'level': '43'}, {'id': '0791', 'name': 'Solgaleo', 'url': '/pokedex/solgaleo', 'level': '53'}, {'id': '0792', 'name': 'Lunala', 'url': '/pokedex/lunala', 'level': '53'}]",340.0 cm,230.0 kg,"Psychic, Steel","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '¼'}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
790,'/pokedex/cosmoem','Cosmoem',"[{'id': '0789', 'name': 'Cosmog', 'url': '/pokedex/cosmog'}, {'id': '0790', 'name': 'Cosmoem', 'url': '/pokedex/cosmoem', 'level': '43'}, {'id': '0791', 'name': 'Solgaleo', 'url': '/pokedex/solgaleo', 'level': '53'}, {'id': '0792', 'name': 'Lunala', 'url': '/pokedex/lunala', 'level': '53'}]",10.0 cm,999.9 kg,Psychic,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
788,'/pokedex/tapu-fini','Tapu Fini',,130.0 cm,21.2 kg,"Water, Fairy","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
787,'/pokedex/tapu-bulu','Tapu Bulu',,190.0 cm,45.5 kg,"Grass, Fairy","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '4'}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
786,'/pokedex/tapu-lele','Tapu Lele',,120.0 cm,18.6 kg,"Psychic, Fairy","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '¼'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
785,'/pokedex/tapu-koko','Tapu Koko',,180.0 cm,20.5 kg,"Electric, Fairy","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
784,'/pokedex/kommo-o','Kommo-o',"[{'id': '0782', 'name': 'Jangmo-o', 'url': '/pokedex/jangmo-o'}, {'id': '0783', 'name': 'Hakamo-o', 'url': '/pokedex/hakamo-o', 'level': '35'}, {'id': '0784', 'name': 'Kommo-o', 'url': '/pokedex/kommo-o', 'level': '45'}]",160.0 cm,78.2 kg,"Dragon, Fighting","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '4'}]"
783,'/pokedex/hakamo-o','Hakamo-o',"[{'id': '0782', 'name': 'Jangmo-o', 'url': '/pokedex/jangmo-o'}, {'id': '0783', 'name': 'Hakamo-o', 'url': '/pokedex/hakamo-o', 'level': '35'}, {'id': '0784', 'name': 'Kommo-o', 'url': '/pokedex/kommo-o', 'level': '45'}]",120.0 cm,47.0 kg,"Dragon, Fighting","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '4'}]"
782,'/pokedex/jangmo-o','Jangmo-o',"[{'id': '0782', 'name': 'Jangmo-o', 'url': '/pokedex/jangmo-o'}, {'id': '0783', 'name': 'Hakamo-o', 'url': '/pokedex/hakamo-o', 'level': '35'}, {'id': '0784', 'name': 'Kommo-o', 'url': '/pokedex/kommo-o', 'level': '45'}]",60.0 cm,29.7 kg,Dragon,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
781,'/pokedex/dhelmise','Dhelmise',,390.0 cm,210.0 kg,"Ghost, Grass","[{'type_against': 'Normal', 'defense': '0'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '0'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
